The list_file_train:./annotation/DFEW_set_1_train.txt; The list_file_val:./annotation/DFEW_set_1_test.txt.********************0********************
Current learning rate: 0.01
Epoch: [0][  0/292]	Loss 2.0498 (2.0498)	Accuracy 18.750 (18.750)
Epoch: [54][ 30/292]	Loss 1.0843 (0.9646)	Accuracy 65.625 (63.911)
Epoch: [54][ 40/292]	Loss 0.8272 (0.9646)	Accuracy 78.125 (64.634)
Epoch: [54][ 50/292]	Loss 1.1240 (0.9742)	Accuracy 62.500 (64.154)
Epoch: [54][ 60/292]	Loss 1.1904 (0.9650)	Accuracy 53.125 (64.600)
Epoch: [54][ 70/292]	Loss 0.7526 (0.9488)	Accuracy 81.250 (65.317)
Epoch: [54][ 80/292]	Loss 0.9879 (0.9403)	Accuracy 59.375 (65.509)
Epoch: [54][ 90/292]	Loss 1.1976 (0.9417)	Accuracy 59.375 (65.453)
Epoch: [54][100/292]	Loss 0.8502 (0.9464)	Accuracy 65.625 (65.037)
Epoch: [54][110/292]	Loss 0.9045 (0.9424)	Accuracy 65.625 (65.400)
Epoch: [54][120/292]	Loss 0.8424 (0.9410)	Accuracy 65.625 (65.289)
Epoch: [54][130/292]	Loss 0.8931 (0.9404)	Accuracy 68.750 (65.124)
Epoch: [54][140/292]	Loss 1.1409 (0.9413)	Accuracy 50.000 (65.049)
Epoch: [54][150/292]	Loss 0.5957 (0.9434)	Accuracy 78.125 (65.004)
Epoch: [54][160/292]	Loss 1.3495 (0.9483)	Accuracy 46.875 (64.790)
Epoch: [54][170/292]	Loss 0.7068 (0.9459)	Accuracy 71.875 (64.803)
Epoch: [54][180/292]	Loss 0.8877 (0.9447)	Accuracy 59.375 (64.727)
Epoch: [54][190/292]	Loss 0.9481 (0.9488)	Accuracy 71.875 (64.594)
Epoch: [54][200/292]	Loss 1.1396 (0.9510)	Accuracy 50.000 (64.475)
Epoch: [54][210/292]	Loss 0.7830 (0.9514)	Accuracy 53.125 (64.440)
Epoch: [54][220/292]	Loss 0.8760 (0.9529)	Accuracy 65.625 (64.437)
Epoch: [54][230/292]	Loss 0.8028 (0.9519)	Accuracy 71.875 (64.380)
Epoch: [54][240/292]	Loss 0.7568 (0.9522)	Accuracy 75.000 (64.445)
Epoch: [54][250/292]	Loss 0.9437 (0.9523)	Accuracy 62.500 (64.492)
Epoch: [54][260/292]	Loss 1.0223 (0.9541)	Accuracy 53.125 (64.344)
Epoch: [54][270/292]	Loss 1.0381 (0.9560)	Accuracy 65.625 (64.276)
Epoch: [54][280/292]	Loss 0.8062 (0.9518)	Accuracy 68.750 (64.480)
Epoch: [54][290/292]	Loss 1.1179 (0.9496)	Accuracy 68.750 (64.637)
Test: [ 0/74]	Loss 1.0926 (1.0926)	Accuracy 59.375 (59.375)
Test: [10/74]	Loss 1.1128 (0.9231)	Accuracy 56.250 (64.773)
Test: [20/74]	Loss 0.9496 (0.9967)	Accuracy 56.250 (63.690)
Test: [30/74]	Loss 1.1133 (1.0310)	Accuracy 65.625 (62.903)
Test: [40/74]	Loss 0.9670 (1.0186)	Accuracy 68.750 (63.034)
Test: [50/74]	Loss 1.2500 (1.0415)	Accuracy 53.125 (62.071)
Test: [60/74]	Loss 0.6335 (1.0167)	Accuracy 71.875 (62.705)
Test: [70/74]	Loss 0.9480 (1.0090)	Accuracy 59.375 (63.028)
Current Accuracy: 63.135
The best accuracy: 63.73344421386719
An epoch time: {:.1f}s195.3866786956787
********************55********************
Current learning rate: 0.001
Epoch: [55][  0/292]	Loss 0.8622 (0.8622)	Accuracy 68.750 (68.750)
Epoch: [55][ 10/292]	Loss 0.9395 (0.9809)	Accuracy 68.750 (63.920)
Epoch: [55][ 20/292]	Loss 1.0866 (1.0017)	Accuracy 56.250 (62.351)
Epoch: [55][ 30/292]	Loss 0.9707 (1.0025)	Accuracy 62.500 (63.206)
Epoch: [55][ 40/292]	Loss 0.7880 (0.9732)	Accuracy 71.875 (64.253)
Epoch: [55][ 50/292]	Loss 1.0769 (0.9684)	Accuracy 53.125 (63.971)
Epoch: [55][ 60/292]	Loss 0.9169 (0.9595)	Accuracy 75.000 (64.395)
Epoch: [55][ 70/292]	Loss 0.8915 (0.9567)	Accuracy 65.625 (64.393)
Epoch: [55][ 80/292]	Loss 0.8491 (0.9489)	Accuracy 78.125 (64.390)
Epoch: [55][ 90/292]	Loss 0.8505 (0.9385)	Accuracy 68.750 (64.801)
Epoch: [55][100/292]	Loss 1.2376 (0.9419)	Accuracy 56.250 (64.728)
Epoch: [55][110/292]	Loss 1.1403 (0.9447)	Accuracy 62.500 (64.668)
Epoch: [55][120/292]	Loss 0.8625 (0.9472)	Accuracy 75.000 (64.411)
Epoch: [55][130/292]	Loss 1.0938 (0.9513)	Accuracy 59.375 (64.361)
Epoch: [55][140/292]	Loss 0.7834 (0.9506)	Accuracy 71.875 (64.317)
Epoch: [55][150/292]	Loss 0.7770 (0.9492)	Accuracy 62.500 (64.383)
Epoch: [55][160/292]	Loss 0.9331 (0.9462)	Accuracy 65.625 (64.305)
Epoch: [55][170/292]	Loss 1.0025 (0.9497)	Accuracy 68.750 (64.327)
Epoch: [55][180/292]	Loss 1.0921 (0.9469)	Accuracy 59.375 (64.572)
Epoch: [55][190/292]	Loss 0.9047 (0.9488)	Accuracy 46.875 (64.251)
Epoch: [55][200/292]	Loss 0.9492 (0.9469)	Accuracy 62.500 (64.272)
Epoch: [55][210/292]	Loss 0.7561 (0.9479)	Accuracy 75.000 (64.425)
Epoch: [55][220/292]	Loss 0.9978 (0.9460)	Accuracy 68.750 (64.536)
Epoch: [55][230/292]	Loss 1.0871 (0.9477)	Accuracy 56.250 (64.462)
Epoch: [55][240/292]	Loss 1.0429 (0.9463)	Accuracy 53.125 (64.445)
Epoch: [55][250/292]	Loss 0.8158 (0.9400)	Accuracy 62.500 (64.741)
Epoch: [55][260/292]	Loss 1.4605 (0.9395)	Accuracy 56.250 (64.727)
Epoch: [55][270/292]	Loss 1.1599 (0.9384)	Accuracy 46.875 (64.795)
Epoch: [55][280/292]	Loss 0.7018 (0.9368)	Accuracy 78.125 (64.936)
Epoch: [55][290/292]	Loss 1.0501 (0.9377)	Accuracy 59.375 (64.916)
Test: [ 0/74]	Loss 1.1491 (1.1491)	Accuracy 59.375 (59.375)
Test: [10/74]	Loss 1.1625 (0.9234)	Accuracy 50.000 (67.330)
Test: [20/74]	Loss 0.9321 (1.0016)	Accuracy 56.250 (64.435)
Test: [30/74]	Loss 1.1020 (1.0390)	Accuracy 65.625 (63.306)
Test: [40/74]	Loss 0.9773 (1.0273)	Accuracy 68.750 (63.338)
Test: [50/74]	Loss 1.2104 (1.0435)	Accuracy 53.125 (62.377)
Test: [60/74]	Loss 0.5345 (1.0159)	Accuracy 78.125 (63.217)
Test: [70/74]	Loss 0.8321 (1.0066)	Accuracy 65.625 (63.556)
Current Accuracy: 63.648
The best accuracy: 63.73344421386719
An epoch time: {:.1f}s195.44272446632385
********************56********************
Current learning rate: 0.001
Epoch: [56][  0/292]	Loss 1.0004 (1.0004)	Accuracy 68.750 (68.750)
Epoch: [56][ 10/292]	Loss 0.9204 (0.9414)	Accuracy 68.750 (65.625)
Epoch: [56][ 20/292]	Loss 0.9159 (0.9345)	Accuracy 62.500 (64.583)
Epoch: [56][ 30/292]	Loss 1.2594 (0.9535)	Accuracy 59.375 (63.710)
Epoch: [56][ 40/292]	Loss 1.1462 (0.9524)	Accuracy 62.500 (64.405)
Epoch: [56][ 50/292]	Loss 1.1538 (0.9530)	Accuracy 59.375 (64.400)
Epoch: [56][ 60/292]	Loss 1.2828 (0.9632)	Accuracy 53.125 (63.934)
Epoch: [56][ 70/292]	Loss 1.0032 (0.9616)	Accuracy 62.500 (63.688)
Epoch: [56][ 80/292]	Loss 0.7197 (0.9556)	Accuracy 81.250 (64.352)
Epoch: [56][ 90/292]	Loss 0.9750 (0.9551)	Accuracy 53.125 (64.114)
Epoch: [56][100/292]	Loss 0.8696 (0.9520)	Accuracy 68.750 (64.264)
Epoch: [56][110/292]	Loss 1.0114 (0.9472)	Accuracy 59.375 (64.245)
Epoch: [56][120/292]	Loss 0.8684 (0.9530)	Accuracy 75.000 (64.256)
Epoch: [56][130/292]	Loss 0.9324 (0.9495)	Accuracy 71.875 (64.408)
Epoch: [56][140/292]	Loss 0.9360 (0.9446)	Accuracy 71.875 (64.650)
Epoch: [56][150/292]	Loss 0.7514 (0.9457)	Accuracy 78.125 (64.694)
Epoch: [56][160/292]	Loss 0.8245 (0.9487)	Accuracy 68.750 (64.557)
Epoch: [56][170/292]	Loss 0.7614 (0.9471)	Accuracy 65.625 (64.437)
Epoch: [56][180/292]	Loss 0.9118 (0.9471)	Accuracy 56.250 (64.347)
Epoch: [56][190/292]	Loss 0.8753 (0.9489)	Accuracy 65.625 (64.365)
Epoch: [56][200/292]	Loss 0.9309 (0.9446)	Accuracy 75.000 (64.599)
Epoch: [56][210/292]	Loss 0.6761 (0.9435)	Accuracy 75.000 (64.707)
Epoch: [56][220/292]	Loss 0.7071 (0.9413)	Accuracy 71.875 (64.706)
Epoch: [56][230/292]	Loss 0.6934 (0.9389)	Accuracy 75.000 (64.800)
Epoch: [56][240/292]	Loss 1.2248 (0.9393)	Accuracy 56.250 (64.691)
Epoch: [56][250/292]	Loss 0.9326 (0.9377)	Accuracy 59.375 (64.666)
Epoch: [56][260/292]	Loss 0.9995 (0.9369)	Accuracy 65.625 (64.799)
Epoch: [56][270/292]	Loss 0.8688 (0.9370)	Accuracy 62.500 (64.726)
Epoch: [56][280/292]	Loss 0.6332 (0.9375)	Accuracy 78.125 (64.624)
Epoch: [56][290/292]	Loss 1.0981 (0.9425)	Accuracy 56.250 (64.465)
Test: [ 0/74]	Loss 1.1112 (1.1112)	Accuracy 59.375 (59.375)
Test: [10/74]	Loss 1.1316 (0.9128)	Accuracy 59.375 (66.761)
Test: [20/74]	Loss 0.9177 (0.9917)	Accuracy 59.375 (64.583)
Test: [30/74]	Loss 1.1393 (1.0266)	Accuracy 62.500 (63.105)
Test: [40/74]	Loss 0.9872 (1.0123)	Accuracy 68.750 (62.576)
Test: [50/74]	Loss 1.1288 (1.0291)	Accuracy 50.000 (61.458)
Test: [60/74]	Loss 0.5622 (1.0059)	Accuracy 75.000 (62.449)
Test: [70/74]	Loss 0.9262 (1.0000)	Accuracy 59.375 (62.676)
Current Accuracy: 62.537
The best accuracy: 63.73344421386719
An epoch time: {:.1f}s195.45205879211426
********************57********************
Current learning rate: 0.001
Epoch: [57][  0/292]	Loss 1.2052 (1.2052)	Accuracy 50.000 (50.000)
Epoch: [57][ 10/292]	Loss 0.9170 (0.9326)	Accuracy 65.625 (65.909)
Epoch: [57][ 20/292]	Loss 0.8325 (0.9547)	Accuracy 68.750 (65.030)
Epoch: [57][ 30/292]	Loss 0.9214 (0.9555)	Accuracy 65.625 (65.121)
Epoch: [57][ 40/292]	Loss 0.6000 (0.9235)	Accuracy 81.250 (65.930)
Epoch: [57][ 50/292]	Loss 0.9511 (0.9354)	Accuracy 65.625 (65.074)
Epoch: [57][ 60/292]	Loss 0.9229 (0.9246)	Accuracy 71.875 (65.369)
Epoch: [57][ 70/292]	Loss 0.6513 (0.9287)	Accuracy 75.000 (65.317)
Epoch: [57][ 80/292]	Loss 1.1363 (0.9473)	Accuracy 59.375 (64.390)
Epoch: [57][ 90/292]	Loss 0.8798 (0.9377)	Accuracy 65.625 (64.801)
Epoch: [57][100/292]	Loss 0.8312 (0.9383)	Accuracy 78.125 (64.913)
Epoch: [57][110/292]	Loss 0.8597 (0.9359)	Accuracy 65.625 (65.034)
Epoch: [57][120/292]	Loss 0.8736 (0.9386)	Accuracy 68.750 (64.954)
Epoch: [57][130/292]	Loss 0.7348 (0.9345)	Accuracy 62.500 (65.124)
Epoch: [57][140/292]	Loss 0.8580 (0.9276)	Accuracy 62.500 (65.403)
Epoch: [57][150/292]	Loss 1.1714 (0.9323)	Accuracy 53.125 (65.377)
Epoch: [57][160/292]	Loss 1.2452 (0.9368)	Accuracy 56.250 (65.295)
Epoch: [57][170/292]	Loss 0.8314 (0.9372)	Accuracy 71.875 (65.351)
Epoch: [57][180/292]	Loss 0.9112 (0.9403)	Accuracy 53.125 (65.055)
Epoch: [57][190/292]	Loss 0.6328 (0.9381)	Accuracy 78.125 (65.281)
Epoch: [57][200/292]	Loss 1.1415 (0.9393)	Accuracy 65.625 (65.314)
Epoch: [57][210/292]	Loss 0.8615 (0.9403)	Accuracy 62.500 (65.314)
Epoch: [57][220/292]	Loss 0.8584 (0.9393)	Accuracy 65.625 (65.385)
Epoch: [57][230/292]	Loss 1.0212 (0.9376)	Accuracy 56.250 (65.463)
Epoch: [57][240/292]	Loss 0.7977 (0.9363)	Accuracy 71.875 (65.495)
Epoch: [57][250/292]	Loss 0.8662 (0.9367)	Accuracy 59.375 (65.525)
Epoch: [57][260/292]	Loss 0.9983 (0.9396)	Accuracy 62.500 (65.338)
Epoch: [57][270/292]	Loss 0.9602 (0.9385)	Accuracy 59.375 (65.337)
Epoch: [57][280/292]	Loss 0.8913 (0.9394)	Accuracy 68.750 (65.358)
Epoch: [57][290/292]	Loss 0.7817 (0.9382)	Accuracy 71.875 (65.389)
Test: [ 0/74]	Loss 1.1025 (1.1025)	Accuracy 56.250 (56.250)
Test: [10/74]	Loss 1.0982 (0.9265)	Accuracy 53.125 (64.489)
Test: [20/74]	Loss 0.9506 (0.9975)	Accuracy 62.500 (64.286)
Test: [30/74]	Loss 1.1003 (1.0222)	Accuracy 65.625 (62.802)
Test: [40/74]	Loss 0.9512 (1.0109)	Accuracy 71.875 (62.424)
Test: [50/74]	Loss 1.2086 (1.0338)	Accuracy 53.125 (61.581)
Test: [60/74]	Loss 0.5956 (1.0075)	Accuracy 71.875 (62.398)
Test: [70/74]	Loss 0.9935 (1.0032)	Accuracy 59.375 (62.808)
Current Accuracy: 62.879
The best accuracy: 63.73344421386719
An epoch time: {:.1f}s194.97445917129517
********************58********************
Current learning rate: 0.001
Epoch: [58][  0/292]	Loss 0.7469 (0.7469)	Accuracy 71.875 (71.875)
Epoch: [58][ 10/292]	Loss 0.7967 (0.9465)	Accuracy 75.000 (66.761)
Epoch: [58][ 20/292]	Loss 0.8935 (0.9551)	Accuracy 62.500 (65.030)
Epoch: [58][ 30/292]	Loss 0.7639 (0.9555)	Accuracy 71.875 (64.415)
Epoch: [58][ 40/292]	Loss 0.8299 (0.9398)	Accuracy 65.625 (64.558)
Epoch: [58][ 50/292]	Loss 0.9332 (0.9438)	Accuracy 59.375 (64.277)
Epoch: [58][ 60/292]	Loss 0.8734 (0.9388)	Accuracy 71.875 (64.652)
Epoch: [58][ 70/292]	Loss 1.0400 (0.9273)	Accuracy 68.750 (65.361)
Epoch: [58][ 80/292]	Loss 0.8149 (0.9441)	Accuracy 75.000 (64.468)
Epoch: [58][ 90/292]	Loss 0.6713 (0.9397)	Accuracy 71.875 (64.629)
Epoch: [58][100/292]	Loss 0.8982 (0.9389)	Accuracy 62.500 (64.573)
Epoch: [58][110/292]	Loss 0.8782 (0.9346)	Accuracy 65.625 (64.583)
Epoch: [58][120/292]	Loss 0.8614 (0.9281)	Accuracy 56.250 (64.850)
Epoch: [58][130/292]	Loss 1.0087 (0.9367)	Accuracy 68.750 (64.695)
Epoch: [58][140/292]	Loss 0.8283 (0.9322)	Accuracy 65.625 (64.894)
Epoch: [58][150/292]	Loss 0.7640 (0.9312)	Accuracy 78.125 (64.983)
Epoch: [58][160/292]	Loss 0.8857 (0.9307)	Accuracy 71.875 (65.101)
Epoch: [58][170/292]	Loss 0.8223 (0.9288)	Accuracy 65.625 (65.278)
Epoch: [58][180/292]	Loss 0.9917 (0.9293)	Accuracy 56.250 (65.262)
Epoch: [58][190/292]	Loss 1.1096 (0.9272)	Accuracy 62.500 (65.298)
Epoch: [58][200/292]	Loss 0.5748 (0.9237)	Accuracy 81.250 (65.454)
Epoch: [58][210/292]	Loss 0.9414 (0.9214)	Accuracy 59.375 (65.462)
Epoch: [58][220/292]	Loss 0.7729 (0.9197)	Accuracy 71.875 (65.484)
Epoch: [58][230/292]	Loss 0.7708 (0.9183)	Accuracy 75.000 (65.639)
Epoch: [58][240/292]	Loss 0.7590 (0.9162)	Accuracy 68.750 (65.651)
Epoch: [58][250/292]	Loss 0.7330 (0.9125)	Accuracy 65.625 (65.787)
Epoch: [58][260/292]	Loss 0.8862 (0.9125)	Accuracy 65.625 (65.769)
Epoch: [58][270/292]	Loss 1.0884 (0.9177)	Accuracy 53.125 (65.590)
Epoch: [58][280/292]	Loss 1.1307 (0.9187)	Accuracy 65.625 (65.581)
Epoch: [58][290/292]	Loss 1.0561 (0.9224)	Accuracy 65.625 (65.410)
Test: [ 0/74]	Loss 1.1011 (1.1011)	Accuracy 59.375 (59.375)
Test: [10/74]	Loss 1.0939 (0.8978)	Accuracy 59.375 (67.898)
Test: [20/74]	Loss 0.9263 (0.9813)	Accuracy 59.375 (65.476)
Test: [30/74]	Loss 1.1156 (1.0215)	Accuracy 65.625 (64.214)
Test: [40/74]	Loss 0.9957 (1.0151)	Accuracy 68.750 (63.643)
Test: [50/74]	Loss 1.1219 (1.0271)	Accuracy 50.000 (62.990)
Test: [60/74]	Loss 0.5603 (0.9995)	Accuracy 75.000 (63.781)
Test: [70/74]	Loss 0.9739 (0.9884)	Accuracy 59.375 (64.085)
Current Accuracy: 64.032
The best accuracy: 64.03246307373047
An epoch time: {:.1f}s195.5950894355774
********************59********************
Current learning rate: 0.001
Epoch: [59][  0/292]	Loss 0.9142 (0.9142)	Accuracy 75.000 (75.000)
Epoch: [59][ 10/292]	Loss 0.9080 (0.8915)	Accuracy 65.625 (68.182)
Epoch: [59][ 20/292]	Loss 0.8903 (0.9173)	Accuracy 68.750 (65.774)
Epoch: [59][ 30/292]	Loss 1.0478 (0.8978)	Accuracy 56.250 (66.331)
Epoch: [59][ 40/292]	Loss 1.2712 (0.9062)	Accuracy 46.875 (65.930)
Epoch: [59][ 50/292]	Loss 1.0358 (0.9017)	Accuracy 56.250 (65.748)
Epoch: [59][ 60/292]	Loss 1.1221 (0.9028)	Accuracy 62.500 (65.881)
Epoch: [59][ 70/292]	Loss 1.2078 (0.9029)	Accuracy 50.000 (65.625)
Epoch: [59][ 80/292]	Loss 0.7702 (0.9090)	Accuracy 68.750 (65.509)
Epoch: [59][ 90/292]	Loss 0.7480 (0.9084)	Accuracy 62.500 (65.522)
Epoch: [59][100/292]	Loss 1.0028 (0.9151)	Accuracy 65.625 (65.470)
Epoch: [59][110/292]	Loss 1.0268 (0.9179)	Accuracy 53.125 (65.203)
Epoch: [59][120/292]	Loss 0.7921 (0.9160)	Accuracy 62.500 (65.470)
Epoch: [59][130/292]	Loss 0.5731 (0.9158)	Accuracy 84.375 (65.577)
Epoch: [59][140/292]	Loss 0.9569 (0.9203)	Accuracy 62.500 (65.403)
Epoch: [59][150/292]	Loss 0.7115 (0.9178)	Accuracy 81.250 (65.584)
Epoch: [59][160/292]	Loss 0.8096 (0.9192)	Accuracy 68.750 (65.509)
Epoch: [59][170/292]	Loss 1.2027 (0.9239)	Accuracy 62.500 (65.369)
Epoch: [59][180/292]	Loss 1.2237 (0.9257)	Accuracy 46.875 (65.245)
Epoch: [59][190/292]	Loss 1.2007 (0.9281)	Accuracy 59.375 (65.118)
Epoch: [59][200/292]	Loss 0.9165 (0.9310)	Accuracy 68.750 (64.894)
Epoch: [59][210/292]	Loss 0.9695 (0.9315)	Accuracy 59.375 (65.033)
Epoch: [59][220/292]	Loss 0.8054 (0.9305)	Accuracy 71.875 (64.989)
Epoch: [59][230/292]	Loss 0.7648 (0.9264)	Accuracy 71.875 (65.206)
Epoch: [59][240/292]	Loss 0.8484 (0.9286)	Accuracy 68.750 (65.093)
Epoch: [59][250/292]	Loss 0.7527 (0.9282)	Accuracy 71.875 (65.015)
Epoch: [59][260/292]	Loss 1.0608 (0.9272)	Accuracy 59.375 (65.110)
Epoch: [59][270/292]	Loss 0.9368 (0.9268)	Accuracy 62.500 (65.141)
Epoch: [59][280/292]	Loss 0.8362 (0.9280)	Accuracy 75.000 (65.158)
Epoch: [59][290/292]	Loss 1.2149 (0.9266)	Accuracy 68.750 (65.281)
Test: [ 0/74]	Loss 1.0876 (1.0876)	Accuracy 56.250 (56.250)
Test: [10/74]	Loss 1.0760 (0.8889)	Accuracy 50.000 (67.045)
Test: [20/74]	Loss 0.8968 (0.9768)	Accuracy 59.375 (64.286)
Test: [30/74]	Loss 1.0699 (1.0102)	Accuracy 65.625 (63.206)
Test: [40/74]	Loss 1.0012 (1.0055)	Accuracy 68.750 (62.805)
Test: [50/74]	Loss 1.1940 (1.0269)	Accuracy 56.250 (61.949)
Test: [60/74]	Loss 0.5514 (1.0052)	Accuracy 71.875 (62.859)
Test: [70/74]	Loss 0.9566 (0.9961)	Accuracy 65.625 (63.116)
Current Accuracy: 63.050
The best accuracy: 64.03246307373047
An epoch time: {:.1f}s195.52715849876404
********************60********************
Current learning rate: 0.001
Epoch: [60][  0/292]	Loss 1.0963 (1.0963)	Accuracy 65.625 (65.625)
Epoch: [60][ 10/292]	Loss 0.8002 (0.9458)	Accuracy 78.125 (65.341)
Epoch: [60][ 20/292]	Loss 0.8422 (0.9380)	Accuracy 71.875 (64.435)
Epoch: [60][ 30/292]	Loss 1.2550 (0.9345)	Accuracy 50.000 (65.423)
Epoch: [60][ 40/292]	Loss 1.1322 (0.9450)	Accuracy 56.250 (65.168)
Epoch: [60][ 50/292]	Loss 0.9195 (0.9265)	Accuracy 62.500 (65.870)
Epoch: [60][ 60/292]	Loss 0.8444 (0.9135)	Accuracy 78.125 (66.752)
Epoch: [60][ 70/292]	Loss 0.9139 (0.9133)	Accuracy 68.750 (67.033)
Epoch: [60][ 80/292]	Loss 0.9907 (0.9260)	Accuracy 53.125 (66.165)
Epoch: [60][ 90/292]	Loss 0.9024 (0.9227)	Accuracy 75.000 (66.106)
Epoch: [60][100/292]	Loss 0.6767 (0.9123)	Accuracy 71.875 (66.368)
Epoch: [60][110/292]	Loss 0.8217 (0.9169)	Accuracy 68.750 (66.301)
Epoch: [60][120/292]	Loss 0.9303 (0.9182)	Accuracy 62.500 (66.193)
Epoch: [60][130/292]	Loss 1.2622 (0.9176)	Accuracy 53.125 (66.102)
Epoch: [60][140/292]	Loss 0.9649 (0.9164)	Accuracy 62.500 (66.068)
Epoch: [60][150/292]	Loss 0.9845 (0.9156)	Accuracy 65.625 (65.977)
Epoch: [60][160/292]	Loss 0.9478 (0.9168)	Accuracy 59.375 (65.819)
Epoch: [60][170/292]	Loss 0.7456 (0.9186)	Accuracy 71.875 (65.735)
Epoch: [60][180/292]	Loss 0.7840 (0.9207)	Accuracy 68.750 (65.660)
Epoch: [60][190/292]	Loss 0.9528 (0.9187)	Accuracy 71.875 (65.838)
Epoch: [60][200/292]	Loss 1.0592 (0.9176)	Accuracy 65.625 (65.874)
Epoch: [60][210/292]	Loss 0.7904 (0.9143)	Accuracy 71.875 (66.025)
Epoch: [60][220/292]	Loss 0.8676 (0.9122)	Accuracy 65.625 (66.049)
Epoch: [60][230/292]	Loss 0.6466 (0.9117)	Accuracy 81.250 (66.071)
Epoch: [60][240/292]	Loss 0.8594 (0.9110)	Accuracy 68.750 (66.209)
Epoch: [60][250/292]	Loss 0.8772 (0.9123)	Accuracy 75.000 (66.248)
Epoch: [60][260/292]	Loss 1.0315 (0.9137)	Accuracy 65.625 (66.224)
Epoch: [60][270/292]	Loss 1.1632 (0.9149)	Accuracy 46.875 (66.132)
Epoch: [60][280/292]	Loss 0.9456 (0.9137)	Accuracy 62.500 (66.203)
Epoch: [60][290/292]	Loss 1.1415 (0.9141)	Accuracy 62.500 (66.173)
Test: [ 0/74]	Loss 1.0935 (1.0935)	Accuracy 59.375 (59.375)
Test: [10/74]	Loss 1.2077 (0.9303)	Accuracy 50.000 (66.193)
Test: [20/74]	Loss 0.9584 (1.0194)	Accuracy 56.250 (64.435)
Test: [30/74]	Loss 1.1504 (1.0338)	Accuracy 65.625 (64.214)
Test: [40/74]	Loss 1.0030 (1.0281)	Accuracy 78.125 (63.567)
Test: [50/74]	Loss 1.1421 (1.0440)	Accuracy 53.125 (62.623)
Test: [60/74]	Loss 0.5469 (1.0174)	Accuracy 71.875 (63.320)
Test: [70/74]	Loss 0.9856 (1.0085)	Accuracy 59.375 (63.688)
Current Accuracy: 63.520
The best accuracy: 64.03246307373047
An epoch time: {:.1f}s195.4294581413269
********************61********************
Current learning rate: 0.001
Epoch: [61][  0/292]	Loss 1.0019 (1.0019)	Accuracy 68.750 (68.750)
Epoch: [61][ 10/292]	Loss 0.8214 (0.8481)	Accuracy 62.500 (68.182)
Epoch: [61][ 20/292]	Loss 1.1503 (0.8519)	Accuracy 56.250 (68.601)
Epoch: [61][ 30/292]	Loss 1.0100 (0.8526)	Accuracy 59.375 (68.347)
Epoch: [61][ 40/292]	Loss 0.7257 (0.8545)	Accuracy 75.000 (68.598)
Epoch: [61][ 50/292]	Loss 0.8229 (0.8710)	Accuracy 75.000 (67.892)
Epoch: [61][ 60/292]	Loss 1.3047 (0.8782)	Accuracy 50.000 (67.828)
Epoch: [61][ 70/292]	Loss 0.9784 (0.8775)	Accuracy 65.625 (68.002)
Epoch: [61][ 80/292]	Loss 0.8874 (0.8736)	Accuracy 65.625 (68.094)
Epoch: [61][ 90/292]	Loss 0.7962 (0.8838)	Accuracy 78.125 (67.445)
Epoch: [61][100/292]	Loss 1.1474 (0.8854)	Accuracy 59.375 (67.327)
Epoch: [61][110/292]	Loss 1.3038 (0.8885)	Accuracy 53.125 (67.258)
Epoch: [61][120/292]	Loss 1.1224 (0.8974)	Accuracy 68.750 (67.071)
Epoch: [61][130/292]	Loss 0.7208 (0.8998)	Accuracy 71.875 (66.818)
Epoch: [61][140/292]	Loss 0.7879 (0.9002)	Accuracy 75.000 (66.933)
Epoch: [61][150/292]	Loss 0.7863 (0.8980)	Accuracy 71.875 (66.825)
Epoch: [61][160/292]	Loss 1.1103 (0.9049)	Accuracy 53.125 (66.440)
Epoch: [61][170/292]	Loss 1.0313 (0.9035)	Accuracy 53.125 (66.228)
Epoch: [61][180/292]	Loss 1.1969 (0.9040)	Accuracy 50.000 (66.091)
Epoch: [61][190/292]	Loss 0.9257 (0.9056)	Accuracy 71.875 (66.001)
Epoch: [61][200/292]	Loss 0.9179 (0.9062)	Accuracy 75.000 (66.076)
Epoch: [61][210/292]	Loss 1.1832 (0.9099)	Accuracy 56.250 (65.966)
Epoch: [61][220/292]	Loss 1.2752 (0.9116)	Accuracy 53.125 (65.894)
Epoch: [61][230/292]	Loss 1.0231 (0.9142)	Accuracy 65.625 (65.814)
Epoch: [61][240/292]	Loss 1.0718 (0.9159)	Accuracy 53.125 (65.664)
Epoch: [61][250/292]	Loss 1.4496 (0.9146)	Accuracy 50.000 (65.725)
Epoch: [61][260/292]	Loss 0.9872 (0.9122)	Accuracy 71.875 (65.852)
Epoch: [61][270/292]	Loss 1.0239 (0.9125)	Accuracy 59.375 (65.867)
Epoch: [61][280/292]	Loss 0.7266 (0.9136)	Accuracy 71.875 (65.803)
Epoch: [61][290/292]	Loss 0.9700 (0.9141)	Accuracy 62.500 (65.829)
Test: [ 0/74]	Loss 1.0686 (1.0686)	Accuracy 59.375 (59.375)
Test: [10/74]	Loss 1.1318 (0.9110)	Accuracy 53.125 (65.625)
Test: [20/74]	Loss 0.8543 (0.9896)	Accuracy 62.500 (64.583)
Test: [30/74]	Loss 1.1708 (1.0328)	Accuracy 65.625 (63.609)
Test: [40/74]	Loss 0.9701 (1.0279)	Accuracy 75.000 (63.034)
Test: [50/74]	Loss 1.2415 (1.0429)	Accuracy 50.000 (62.500)
